value,valueLabel,ct,sampleitem,sampleitemLabel
http://www.wikidata.org/entity/Q19840821,Singaporeans,1,http://www.wikidata.org/entity/Q4262031,Ho Yeow Sun
http://www.wikidata.org/entity/Q1984427,Ngāti Raukawa,1,http://www.wikidata.org/entity/Q5893182,Hone Kouka
http://www.wikidata.org/entity/Q19875967,Muthi Muthi,1,http://www.wikidata.org/entity/Q111513180,Jana Stewart
http://www.wikidata.org/entity/Q1989181,Barlas,1,http://www.wikidata.org/entity/Q8462,Timur
http://www.wikidata.org/entity/Q19903733,Cape Verdeans,1,http://www.wikidata.org/entity/Q103759,Cesária Évora
http://www.wikidata.org/entity/Q1993509,Nisga’a people,1,http://www.wikidata.org/entity/Q111604035,Patrick Reid Stewart
http://www.wikidata.org/entity/Q20050777,Yemenite Jews in Israel,1,http://www.wikidata.org/entity/Q111087,Ofra Haza
http://www.wikidata.org/entity/Q2006701,Northern Cheyenne Tribe,1,http://www.wikidata.org/entity/Q3813831,Wooden Leg
http://www.wikidata.org/entity/Q2025325,Romanians in Ukraine,1,http://www.wikidata.org/entity/Q1834942,Nikolay Florea
http://www.wikidata.org/entity/Q202812,Beta Israel,1,http://www.wikidata.org/entity/Q56746041,Menashe Zemro
http://www.wikidata.org/entity/Q20311212,Anishnaabeg of Naongashiing,1,http://www.wikidata.org/entity/Q6375958,Kateri Akiwenzie-Damm
http://www.wikidata.org/entity/Q2034266,Squamish,1,http://www.wikidata.org/entity/Q97982507,Gertrude Guerin
http://www.wikidata.org/entity/Q204333,Arab citizens of Israel,1,http://www.wikidata.org/entity/Q97727812,Julia Zaher
http://www.wikidata.org/entity/Q2065086,Cushitic peoples,1,http://www.wikidata.org/entity/Q87445448,Abiol Lual Deng
http://www.wikidata.org/entity/Q20747504,Panamanians,1,http://www.wikidata.org/entity/Q23770517,Theodore A. Daniels
http://www.wikidata.org/entity/Q208176,Morisco,1,http://www.wikidata.org/entity/Q5693984,Ana Caro de Mallén
http://www.wikidata.org/entity/Q2091237,Romanian diaspora,1,http://www.wikidata.org/entity/Q2610508,Emil Loteanu
http://www.wikidata.org/entity/Q209148,Pima people,1,http://www.wikidata.org/entity/Q858666,Russell Moore
http://www.wikidata.org/entity/Q2091887,Nephites,1,http://www.wikidata.org/entity/Q6913264,Moronihah
http://www.wikidata.org/entity/Q210377,gaucho,1,http://www.wikidata.org/entity/Q9022737,Lindolfo Collor
http://www.wikidata.org/entity/Q210623,Taíno people,1,http://www.wikidata.org/entity/Q111909780,Maekiaphan Phillips
http://www.wikidata.org/entity/Q212853,Dacians,1,http://www.wikidata.org/entity/Q16240406,Battarius
http://www.wikidata.org/entity/Q213040,Abazins,1,http://www.wikidata.org/entity/Q1366613,Hayreddin Pasha
http://www.wikidata.org/entity/Q219995,Guanches,1,http://www.wikidata.org/entity/Q3118709,Tinerfe
http://www.wikidata.org/entity/Q21999799,British Nigerian,1,http://www.wikidata.org/entity/Q94576099,Shola Mos-Shogbamimu
http://www.wikidata.org/entity/Q22083533,Isleta,1,http://www.wikidata.org/entity/Q6688596,Louise Abeita
http://www.wikidata.org/entity/Q22088859,Pitcairn Islanders,1,http://www.wikidata.org/entity/Q16215208,Shawn Christian
http://www.wikidata.org/entity/Q222175,Cornish people,1,http://www.wikidata.org/entity/Q6261232,John Trevisa
http://www.wikidata.org/entity/Q223179,Faroese,1,http://www.wikidata.org/entity/Q1715026,Jógvan Fríðriksson
http://www.wikidata.org/entity/Q225469,Puyallup people,1,http://www.wikidata.org/entity/Q98593492,Ramona Bennett
http://www.wikidata.org/entity/Q2285219,Californio,1,http://www.wikidata.org/entity/Q5483677,Francisco María Castro
http://www.wikidata.org/entity/Q231317,Zuni people,1,http://www.wikidata.org/entity/Q104525599,Emily Pinto
http://www.wikidata.org/entity/Q2329815,Wiyot people,1,http://www.wikidata.org/entity/Q7331224,Rick Bartow
http://www.wikidata.org/entity/Q2338367,Greeks in Egypt,1,http://www.wikidata.org/entity/Q635,Cleopatra
http://www.wikidata.org/entity/Q2384959,Americans,1,http://www.wikidata.org/entity/Q969855,James Burke
http://www.wikidata.org/entity/Q2408653,Thai Chinese people,1,http://www.wikidata.org/entity/Q974365,Mantak Chia
http://www.wikidata.org/entity/Q24189583,Yugambeh people,1,http://www.wikidata.org/entity/Q107645185,Patricia O'Connor
http://www.wikidata.org/entity/Q24189643,Irish New Zealanders,1,http://www.wikidata.org/entity/Q4251161,James Carroll
http://www.wikidata.org/entity/Q2427512,Servitka Roma,1,http://www.wikidata.org/entity/Q4228643,Sasha Kolpakov
http://www.wikidata.org/entity/Q244028,Kabarday,1,http://www.wikidata.org/entity/Q30346628,Kantemir Balagov
http://www.wikidata.org/entity/Q244504,Catalan people,1,http://www.wikidata.org/entity/Q43476854,José Elías
http://www.wikidata.org/entity/Q245807,Turkish Cypriots,1,http://www.wikidata.org/entity/Q313145,Colin Kazim-Richards
http://www.wikidata.org/entity/Q2459831,Tunisians,1,http://www.wikidata.org/entity/Q100251324,Danièle Aron-Rosa
http://www.wikidata.org/entity/Q2464565,Turkish Americans,1,http://www.wikidata.org/entity/Q2537149,Mehmet Oz
http://www.wikidata.org/entity/Q2477983,Itsekiri people,1,http://www.wikidata.org/entity/Q7639588,Sunday Tuoyo
http://www.wikidata.org/entity/Q2487243,Siberian Yupik people,1,http://www.wikidata.org/entity/Q104415936,Florence Nupok Malewotkuk
http://www.wikidata.org/entity/Q24950097,Wallachian Roma,1,http://www.wikidata.org/entity/Q100872845,Mónika Lakatos
http://www.wikidata.org/entity/Q25032372,Category:Dominican Republic people of African American descent,1,http://www.wikidata.org/entity/Q16607605,Milton Ray
http://www.wikidata.org/entity/Q2509562,Turks of Romania,1,http://www.wikidata.org/entity/Q21095868,Sevil Shhaideh
http://www.wikidata.org/entity/Q2520137,Bora people,1,http://www.wikidata.org/entity/Q62555465,Liz Chicaje
http://www.wikidata.org/entity/Q252814,Taos Pueblo,1,http://www.wikidata.org/entity/Q104394583,Antonio Archuleta
http://www.wikidata.org/entity/Q25385188,Butchulla,1,http://www.wikidata.org/entity/Q88804781,Olga Miller
http://www.wikidata.org/entity/Q25659361,Te Hikutū,1,http://www.wikidata.org/entity/Q19276682,Maureen Lander
http://www.wikidata.org/entity/Q25659458,Ngāti Pāhauwera,1,http://www.wikidata.org/entity/Q27924822,Sandy Adsett
http://www.wikidata.org/entity/Q25659521,Ngāti Oneone,1,http://www.wikidata.org/entity/Q52625901,Mere Boynton
http://www.wikidata.org/entity/Q25659583,Kāti Waewae,1,http://www.wikidata.org/entity/Q104766229,Sonja Macfarlane
http://www.wikidata.org/entity/Q25659980,Ngāti Ngahere,1,http://www.wikidata.org/entity/Q49168655,Gina Matchitt
http://www.wikidata.org/entity/Q2566194,Achuar people,1,http://www.wikidata.org/entity/Q70445697,Jaime Vargas
http://www.wikidata.org/entity/Q2580491,British Pakistanis,1,http://www.wikidata.org/entity/Q7266504,Qanta A. Ahmed
http://www.wikidata.org/entity/Q2590074,Armenians in Turkey,1,http://www.wikidata.org/entity/Q6029890,Maide Arel
http://www.wikidata.org/entity/Q2590690,Sisseton Wahpeton Oyate,1,http://www.wikidata.org/entity/Q19667478,Gwen Westerman
http://www.wikidata.org/entity/Q2593852,Turks in North Macedonia,1,http://www.wikidata.org/entity/Q56647716,Sabina Ajrula
http://www.wikidata.org/entity/Q2598589,Armenians in Russia,1,http://www.wikidata.org/entity/Q181568,Ivan Ayvazovsky
http://www.wikidata.org/entity/Q2602505,Chinese New Zealander,1,http://www.wikidata.org/entity/Q112695502,Gaysorn Thavat
http://www.wikidata.org/entity/Q2602788,Groningers,1,http://www.wikidata.org/entity/Q106119763,Roelien Kamminga
http://www.wikidata.org/entity/Q2605658,Magars,1,http://www.wikidata.org/entity/Q64027141,Nirmal Purja
http://www.wikidata.org/entity/Q2615416,Portuguese Brazilians,1,http://www.wikidata.org/entity/Q10324730,Manuela Carneiro da Cunha
http://www.wikidata.org/entity/Q2656122,Dom people,1,http://www.wikidata.org/entity/Q4907507,Bilal
http://www.wikidata.org/entity/Q265730,Aboriginal Tasmanians,1,http://www.wikidata.org/entity/Q19976223,Lucy Beeton
http://www.wikidata.org/entity/Q2658204,British Chinese,1,http://www.wikidata.org/entity/Q19868483,Alan Mak
http://www.wikidata.org/entity/Q265962,Krahn people,1,http://www.wikidata.org/entity/Q99538952,Kwity Paye
http://www.wikidata.org/entity/Q2663832,Nicaraguans,1,http://www.wikidata.org/entity/Q888064,Miguel Obando y Bravo
http://www.wikidata.org/entity/Q2664002,Jukun people,1,http://www.wikidata.org/entity/Q6712192,M.I Abaga
http://www.wikidata.org/entity/Q2671703,Armenians in Lebanon,1,http://www.wikidata.org/entity/Q98074662,Nazar Najarian
http://www.wikidata.org/entity/Q2673132,Piegan Blackfeet,1,http://www.wikidata.org/entity/Q24054941,Mountain Chief
http://www.wikidata.org/entity/Q268307,Cherusci,1,http://www.wikidata.org/entity/Q1427573,Flavus
http://www.wikidata.org/entity/Q2714767,Funj people,1,http://www.wikidata.org/entity/Q56823962,Nasra bint ʿAdlan
http://www.wikidata.org/entity/Q2750650,Coos people,1,http://www.wikidata.org/entity/Q4769388,Annie Miner Peterson
http://www.wikidata.org/entity/Q275453,Bai people,1,http://www.wikidata.org/entity/Q55696522,Yang Chaoyue
http://www.wikidata.org/entity/Q276315,Karakalpaks,1,http://www.wikidata.org/entity/Q111513598,Azatbek Omurbekov
http://www.wikidata.org/entity/Q27963426,Lebanese people in Denmark,1,http://www.wikidata.org/entity/Q111097400,Youssef Khater
http://www.wikidata.org/entity/Q28172443,British Punjabis,1,http://www.wikidata.org/entity/Q20055561,Rishi Sunak
http://www.wikidata.org/entity/Q28222011,Belgo-Moroccans,1,http://www.wikidata.org/entity/Q21281328,Danira Boukhriss
http://www.wikidata.org/entity/Q28224387,Kaiadilt people,1,http://www.wikidata.org/entity/Q24735218,Sally Gabori
http://www.wikidata.org/entity/Q28224574,Ngan'gimerri,1,http://www.wikidata.org/entity/Q26705245,Miriam-Rose Ungunmerr-Baumann
http://www.wikidata.org/entity/Q283510,Chemehuevi people,1,http://www.wikidata.org/entity/Q98593460,Diane M. Burns
http://www.wikidata.org/entity/Q28404066,Capiznon people,1,http://www.wikidata.org/entity/Q21587897,Roy Señeres
http://www.wikidata.org/entity/Q28406138,Woppaburra,1,http://www.wikidata.org/entity/Q2252671,Justine Saunders
http://www.wikidata.org/entity/Q285828,Gibraltarian people,1,http://www.wikidata.org/entity/Q451075,Albert Hammond
http://www.wikidata.org/entity/Q2859361,Iranian Arabs,1,http://www.wikidata.org/entity/Q16053346,Muhammad Amin al-Imami al-Khu'i
http://www.wikidata.org/entity/Q28739968,Cuban,1,http://www.wikidata.org/entity/Q493227,Andre Royo
http://www.wikidata.org/entity/Q2891032,Toba Batak people,1,http://www.wikidata.org/entity/Q1061473,Dewi Lestari
http://www.wikidata.org/entity/Q29324765,Yaygir people,1,http://www.wikidata.org/entity/Q108517753,Dheran Young
http://www.wikidata.org/entity/Q2933374,Tiwi people,1,http://www.wikidata.org/entity/Q26721597,Lawrence Costa
http://www.wikidata.org/entity/Q2935829,English Canadians,1,http://www.wikidata.org/entity/Q16238921,Lance Stroll
http://www.wikidata.org/entity/Q29569905,Habr Awal,1,http://www.wikidata.org/entity/Q17155777,Muse Bihi Abdi
http://www.wikidata.org/entity/Q2964255,Chochenyo people,1,http://www.wikidata.org/entity/Q81894312,Vincent Medina
http://www.wikidata.org/entity/Q29705197,Warmian people,1,http://www.wikidata.org/entity/Q64361471,Robert Pruszkowski
http://www.wikidata.org/entity/Q2972784,Armenian Argentine,1,http://www.wikidata.org/entity/Q2646991,Alicia Terzian
http://www.wikidata.org/entity/Q2996826,Venezuelans,1,http://www.wikidata.org/entity/Q240901,Patricia Velásquez
http://www.wikidata.org/entity/Q3036334,Skagit tribes,1,http://www.wikidata.org/entity/Q7924323,Vi Hilbert
http://www.wikidata.org/entity/Q30681453,Ngaiawang,1,http://www.wikidata.org/entity/Q105945917,Warrulan
http://www.wikidata.org/entity/Q3070998,Romani people in North Macedonia,1,http://www.wikidata.org/entity/Q466531,Esma Redžepova
http://www.wikidata.org/entity/Q3082333,Franco-Albertan,1,http://www.wikidata.org/entity/Q2978387,Claudette Tardif
http://www.wikidata.org/entity/Q3090608,Arab Brazilians,1,http://www.wikidata.org/entity/Q871204,Sabrina Sato
http://www.wikidata.org/entity/Q3090691,Luiseño,1,http://www.wikidata.org/entity/Q98590669,Bonita Wa Wa Calachaw Nuñez
http://www.wikidata.org/entity/Q309197,Bretons,1,http://www.wikidata.org/entity/Q3101122,Geoffrey Brito
http://www.wikidata.org/entity/Q311883,Maranao people,1,http://www.wikidata.org/entity/Q57515871,Samira Gutoc-Tomawis
http://www.wikidata.org/entity/Q312574,Volga Germans,1,http://www.wikidata.org/entity/Q536372,Boris Pilnyak
http://www.wikidata.org/entity/Q3154489,Irish Quebecers,1,http://www.wikidata.org/entity/Q3291272,Marianna O'Gallagher
http://www.wikidata.org/entity/Q3154490,Irish Canadians,1,http://www.wikidata.org/entity/Q5251625,Elias Disney
http://www.wikidata.org/entity/Q3237695,Lebanese Canadians,1,http://www.wikidata.org/entity/Q3320062,Mona Nemer
http://www.wikidata.org/entity/Q324216,Austrian Americans,1,http://www.wikidata.org/entity/Q612855,Alfred Reed
http://www.wikidata.org/entity/Q3243684,Kayastha,1,http://www.wikidata.org/entity/Q47478,Swami Vivekananda
http://www.wikidata.org/entity/Q3245102,Warumungu people,1,http://www.wikidata.org/entity/Q112490174,Lincoln Crowley
http://www.wikidata.org/entity/Q3267812,Portuguese Americans,1,http://www.wikidata.org/entity/Q6153507,Janet Mock
http://www.wikidata.org/entity/Q3299468,Greek Brazilian,1,http://www.wikidata.org/entity/Q24572764,Bruna Griphao
http://www.wikidata.org/entity/Q33123248,Blackfeet Nation,1,http://www.wikidata.org/entity/Q39073937,Reginald K. Gee
http://www.wikidata.org/entity/Q3315585,Greeks in Romania,1,http://www.wikidata.org/entity/Q315132,Ion Luca Caragiale
http://www.wikidata.org/entity/Q3331917,Myene people,1,http://www.wikidata.org/entity/Q43948029,Cecilia Fatou-Berre
http://www.wikidata.org/entity/Q3372484,Murri people,1,http://www.wikidata.org/entity/Q23849438,Tiga Bayles
http://www.wikidata.org/entity/Q337487,rajput,1,http://www.wikidata.org/entity/Q3518489,Jaswant Singh
http://www.wikidata.org/entity/Q3375662,Q3375662,1,http://www.wikidata.org/entity/Q1752386,Pharnuches of Lycia
http://www.wikidata.org/entity/Q3395424,Poles in Romania,1,http://www.wikidata.org/entity/Q389000,Ciprian Porumbescu
http://www.wikidata.org/entity/Q340520,Aceh,1,http://www.wikidata.org/entity/Q2183970,Cut Nyak Dhien
http://www.wikidata.org/entity/Q3441232,Byzantine Greeks,1,http://www.wikidata.org/entity/Q17013187,Paul Palaiologos Tagaris
http://www.wikidata.org/entity/Q3494730,Czech Brazilians,1,http://www.wikidata.org/entity/Q2358831,Lavínia Vlasak
http://www.wikidata.org/entity/Q3498126,Czech Canadians,1,http://www.wikidata.org/entity/Q59660421,Sasha Suda
http://www.wikidata.org/entity/Q3513756,Haisla people,1,http://www.wikidata.org/entity/Q1283560,Eden Robinson
http://www.wikidata.org/entity/Q3520262,Ezhava,1,http://www.wikidata.org/entity/Q17062863,Nangeli
http://www.wikidata.org/entity/Q3535903,Tamil Canadians,1,http://www.wikidata.org/entity/Q91224020,Maitreyi Ramakrishnan
http://www.wikidata.org/entity/Q3566326,Tenino people,1,http://www.wikidata.org/entity/Q5363753,Elizabeth Woody
http://www.wikidata.org/entity/Q3569807,Wonnarua,1,http://www.wikidata.org/entity/Q109767305,Karen Menzies
http://www.wikidata.org/entity/Q3573855,Castilians,1,http://www.wikidata.org/entity/Q130273,Antonio de Montesinos
http://www.wikidata.org/entity/Q359882,Adnyamathanha,1,http://www.wikidata.org/entity/Q96749381,Denise Mary Champion
http://www.wikidata.org/entity/Q3624831,Roma in Bulgaria,1,http://www.wikidata.org/entity/Q960901,Ivo Papazov
http://www.wikidata.org/entity/Q368125,Anglo-Indian people,1,http://www.wikidata.org/entity/Q3771949,Glen Duncan
http://www.wikidata.org/entity/Q369870,Dzungar people,1,http://www.wikidata.org/entity/Q17032682,Ayusi
http://www.wikidata.org/entity/Q370543,Ngarrindjeri,1,http://www.wikidata.org/entity/Q65073631,Yvonne Koolmatrie
http://www.wikidata.org/entity/Q371762,Yeniche people,1,http://www.wikidata.org/entity/Q117664,Mariella Mehr
http://www.wikidata.org/entity/Q3723502,Hellenes,1,http://www.wikidata.org/entity/Q7184616,Philippus of Acarnania
http://www.wikidata.org/entity/Q3751098,French Brazilian,1,http://www.wikidata.org/entity/Q5859357,Françoise Forton
http://www.wikidata.org/entity/Q3777727,Irish Argentine,1,http://www.wikidata.org/entity/Q957748,Ricardo López Murphy
http://www.wikidata.org/entity/Q381151,Walloons,1,http://www.wikidata.org/entity/Q7836,René Magritte
http://www.wikidata.org/entity/Q3812650,Finnish Kale,1,http://www.wikidata.org/entity/Q468273,Anneli Sauli
http://www.wikidata.org/entity/Q3816974,Crenaques,1,http://www.wikidata.org/entity/Q16144697,Ailton Krenak
http://www.wikidata.org/entity/Q382553,Arverni,1,http://www.wikidata.org/entity/Q178953,Vercingetorix
http://www.wikidata.org/entity/Q3847372,Ivatan people,1,http://www.wikidata.org/entity/Q1427383,Florencio Abad
http://www.wikidata.org/entity/Q388101,Anglo-Celtic Australians,1,http://www.wikidata.org/entity/Q5244857,De Witt Batty
http://www.wikidata.org/entity/Q3906610,Central Alaskan Yup'ik people,1,http://www.wikidata.org/entity/Q113675057,Willie Kasayulie
http://www.wikidata.org/entity/Q3908400,North Germanic peoples,1,http://www.wikidata.org/entity/Q100744874,Rocky Kramer
http://www.wikidata.org/entity/Q39086965,South Asian Americans,1,http://www.wikidata.org/entity/Q10853588,Kamala Harris
http://www.wikidata.org/entity/Q39088282,Yuwaalaraay,1,http://www.wikidata.org/entity/Q107427269,Ghillar Michael Anderson
http://www.wikidata.org/entity/Q39088778,Ngarinjin,1,http://www.wikidata.org/entity/Q106318984,Rosetta Sahanna
http://www.wikidata.org/entity/Q39090920,Bibulman,1,http://www.wikidata.org/entity/Q110163987,Hannah McGlade
http://www.wikidata.org/entity/Q39091101,Wajarri,1,http://www.wikidata.org/entity/Q7684033,Tanya Oxtoby
http://www.wikidata.org/entity/Q3940400,Romani people in Italy,1,http://www.wikidata.org/entity/Q587060,Santino Spinelli
http://www.wikidata.org/entity/Q394067,European people,1,http://www.wikidata.org/entity/Q235704,Kyla Cole
http://www.wikidata.org/entity/Q397948,Aguaruna people,1,http://www.wikidata.org/entity/Q6120996,Santiago Manuin Valera
http://www.wikidata.org/entity/Q3981009,Q3981009,1,http://www.wikidata.org/entity/Q10313638,Kaká Werá
http://www.wikidata.org/entity/Q403092,Ebira people,1,http://www.wikidata.org/entity/Q18206291,Halima Abubakar
http://www.wikidata.org/entity/Q403656,Baganda,1,http://www.wikidata.org/entity/Q4935806,Bobi Wine
http://www.wikidata.org/entity/Q4115170,British Indian people,1,http://www.wikidata.org/entity/Q15869,Freddie Mercury
http://www.wikidata.org/entity/Q4116880,Palestinian Jews,1,http://www.wikidata.org/entity/Q2777816,Alexander Aaronsohn
http://www.wikidata.org/entity/Q4120990,Indian South Africans,1,http://www.wikidata.org/entity/Q104717322,Kamini Pather
http://www.wikidata.org/entity/Q4134704,Godala,1,http://www.wikidata.org/entity/Q2368541,Yahya Ibn Ibrahim
http://www.wikidata.org/entity/Q4144673,Mountain Mari,1,http://www.wikidata.org/entity/Q25644637,Valeri Alikov
http://www.wikidata.org/entity/Q415054,Acadians,1,http://www.wikidata.org/entity/Q2865239,Arthur Melanson
http://www.wikidata.org/entity/Q4204829,history of the Jews in Prague,1,http://www.wikidata.org/entity/Q1710856,Judah Jeitteles
http://www.wikidata.org/entity/Q4300644,Eel River Athapaskan peoples,1,http://www.wikidata.org/entity/Q13500573,Nicole Mann
http://www.wikidata.org/entity/Q432324,Pataxó,1,http://www.wikidata.org/entity/Q51945790,Arissana Pataxó
http://www.wikidata.org/entity/Q4357573,Rotuman people,1,http://www.wikidata.org/entity/Q5541411,Jioji (George) Konrote
http://www.wikidata.org/entity/Q4359289,Peruvians,1,http://www.wikidata.org/entity/Q58678702,Ciro Quispe López
http://www.wikidata.org/entity/Q4387218,Rajasthani people,1,http://www.wikidata.org/entity/Q3518489,Jaswant Singh
http://www.wikidata.org/entity/Q4449695,Tajik people in Russia,1,http://www.wikidata.org/entity/Q29359663,Manizha
http://www.wikidata.org/entity/Q4450068,Thai Americans,1,http://www.wikidata.org/entity/Q10993,Tiger Woods
http://www.wikidata.org/entity/Q445618,Banat Swabians,1,http://www.wikidata.org/entity/Q1583828,Hansi Schmidt
http://www.wikidata.org/entity/Q45321045,Tejano,1,http://www.wikidata.org/entity/Q27452328,Rita Vidaurri
http://www.wikidata.org/entity/Q461282,Yi people,1,http://www.wikidata.org/entity/Q4656945,A Ge
http://www.wikidata.org/entity/Q463180,American,1,http://www.wikidata.org/entity/Q218630,Michael Dell
http://www.wikidata.org/entity/Q464529,Rohingya,1,http://www.wikidata.org/entity/Q62024184,Razia Sultana
http://www.wikidata.org/entity/Q4690173,Afro-Costa Rican,1,http://www.wikidata.org/entity/Q105396559,Eulalia Bernard
http://www.wikidata.org/entity/Q4690190,Afro-Nicaraguan,1,http://www.wikidata.org/entity/Q28810197,June Beer
http://www.wikidata.org/entity/Q4690199,Afro-Spaniard,1,http://www.wikidata.org/entity/Q1352058,Juan de Pareja
http://www.wikidata.org/entity/Q4690221,Afro Venezuelans,1,http://www.wikidata.org/entity/Q5940982,José Leonardo Chirino
http://www.wikidata.org/entity/Q4775051,Antiochian Greeks,1,http://www.wikidata.org/entity/Q333521,Nassim Nicholas Taleb
http://www.wikidata.org/entity/Q4780828,Appalachian American,1,http://www.wikidata.org/entity/Q29829178,Gary Batton
http://www.wikidata.org/entity/Q4793155,Armenian Australian,1,http://www.wikidata.org/entity/Q5566385,Gladys Berejiklian
http://www.wikidata.org/entity/Q4793316,Armenians in Bulgaria,1,http://www.wikidata.org/entity/Q260428,Raffi Boghosyan
http://www.wikidata.org/entity/Q4811101,Inuvialuit,1,http://www.wikidata.org/entity/Q23761876,Margaret Olemaun Pokiak-Fenton
http://www.wikidata.org/entity/Q4823807,Australian American,1,http://www.wikidata.org/entity/Q260011,Geraldine Brooks
http://www.wikidata.org/entity/Q485010,Ingush people,1,http://www.wikidata.org/entity/Q28664564,Asiyat Tutaeva
http://www.wikidata.org/entity/Q485070,Siksika Nation,1,http://www.wikidata.org/entity/Q42666497,Rilee Many Bears
http://www.wikidata.org/entity/Q4850731,Balete people,1,http://www.wikidata.org/entity/Q6915286,The Paramount Chief Mosadi Seboko
http://www.wikidata.org/entity/Q4852444,Baloch of Iran,1,http://www.wikidata.org/entity/Q107634166,Danial Shahbakhsh
http://www.wikidata.org/entity/Q4855425,Bangladeshi American,1,http://www.wikidata.org/entity/Q53411067,Tanaïs
http://www.wikidata.org/entity/Q4855428,Bangladeshis,1,http://www.wikidata.org/entity/Q1809272,Lawrence Subrata Howlader
http://www.wikidata.org/entity/Q4858560,Barbadian American,1,http://www.wikidata.org/entity/Q28860536,Kwame Brathwaite
http://www.wikidata.org/entity/Q4858580,Barbadians,1,http://www.wikidata.org/entity/Q8001903,Wilfred Wood
http://www.wikidata.org/entity/Q486316,Yakuts,1,http://www.wikidata.org/entity/Q513296,Fyodor Okhlopkov
http://www.wikidata.org/entity/Q48769238,Gunwinggu,1,http://www.wikidata.org/entity/Q8053821,Yirawala
http://www.wikidata.org/entity/Q48790436,Muruwari,1,http://www.wikidata.org/entity/Q15462260,Essie Coffey
http://www.wikidata.org/entity/Q48815936,Wirangu,1,http://www.wikidata.org/entity/Q21063463,Tauto Sansbury
http://www.wikidata.org/entity/Q4882454,Belgian Canadians,1,http://www.wikidata.org/entity/Q16238921,Lance Stroll
http://www.wikidata.org/entity/Q4882995,Belizean Americans,1,http://www.wikidata.org/entity/Q50365115,Pi'erre Bourne
http://www.wikidata.org/entity/Q4882997,Belizean Creole people,1,http://www.wikidata.org/entity/Q33127622,Leela Vernon
http://www.wikidata.org/entity/Q4887679,Bengali Hindus,1,http://www.wikidata.org/entity/Q113551124,Maniklal Sinha
http://www.wikidata.org/entity/Q490977,Nicoleño,1,http://www.wikidata.org/entity/Q128611,Juana Maria
http://www.wikidata.org/entity/Q491709,Spokane,1,http://www.wikidata.org/entity/Q5571326,Gloria Bird
http://www.wikidata.org/entity/Q4921389,Black Nova Scotians,1,http://www.wikidata.org/entity/Q3249197,Jerry Lawson
http://www.wikidata.org/entity/Q494699,Coushatta,1,http://www.wikidata.org/entity/Q113645619,Sophia Durant
http://www.wikidata.org/entity/Q495760,Chilcotin people,1,http://www.wikidata.org/entity/Q18763939,Lisa Charleyboy
http://www.wikidata.org/entity/Q4996189,Bulgarian Canadians,1,http://www.wikidata.org/entity/Q57817933,Larry Koroloff
http://www.wikidata.org/entity/Q4997542,Bundjalung,1,http://www.wikidata.org/entity/Q56489373,Margaret Williams-Weir
http://www.wikidata.org/entity/Q5035127,Cape Verdean American,1,http://www.wikidata.org/entity/Q27057389,Claire Andrade-Watkins
http://www.wikidata.org/entity/Q5094611,Cheyenne and Arapaho Tribes,1,http://www.wikidata.org/entity/Q3133049,Henry Roman Nose
http://www.wikidata.org/entity/Q509590,Corsicans,1,http://www.wikidata.org/entity/Q108802272,Liah O'Prey
http://www.wikidata.org/entity/Q5098727,Chilean Canadians,1,http://www.wikidata.org/entity/Q5043564,Carmen Rodríguez
http://www.wikidata.org/entity/Q510048,Mandan,1,http://www.wikidata.org/entity/Q6787705,Mato-tope
http://www.wikidata.org/entity/Q5103726,Choctaw Nation of Oklahoma,1,http://www.wikidata.org/entity/Q29829178,Gary Batton
http://www.wikidata.org/entity/Q5174946,Costa Ricans,1,http://www.wikidata.org/entity/Q18352133,Mang0
http://www.wikidata.org/entity/Q5184219,Creoles of color,1,http://www.wikidata.org/entity/Q497403,Barney Bigard
http://www.wikidata.org/entity/Q5275260,Diffa Arabs,1,http://www.wikidata.org/entity/Q3318398,Mohamed Bazoum
http://www.wikidata.org/entity/Q532932,Castizo,1,http://www.wikidata.org/entity/Q1396999,Fernando de Alva Cortés Ixtlilxóchitl
http://www.wikidata.org/entity/Q5330004,Eastern Band of Cherokee Indians,1,http://www.wikidata.org/entity/Q110290631,Will West Long
http://www.wikidata.org/entity/Q5348373,Egyptian Americans,1,http://www.wikidata.org/entity/Q59100276,Peter Attia
http://www.wikidata.org/entity/Q541421,Saulteaux,1,http://www.wikidata.org/entity/Q8022674,Wilma Pelly
http://www.wikidata.org/entity/Q541508,Anglo-Normans,1,http://www.wikidata.org/entity/Q6226825,John Comyn
http://www.wikidata.org/entity/Q5448582,Filipino Canadians,1,http://www.wikidata.org/entity/Q3081574,Francis Manapul
http://www.wikidata.org/entity/Q547748,Cahuilla people,1,http://www.wikidata.org/entity/Q6376544,Katherine Siva Saubel
http://www.wikidata.org/entity/Q55379913,Fa d'Ambu,1,http://www.wikidata.org/entity/Q56153786,Jaël Bestué
http://www.wikidata.org/entity/Q5551259,German Texan,1,http://www.wikidata.org/entity/Q217645,Chester W. Nimitz
http://www.wikidata.org/entity/Q5555460,Ghanaian American,1,http://www.wikidata.org/entity/Q64825271,Etika
http://www.wikidata.org/entity/Q55612313,Garhajis,1,http://www.wikidata.org/entity/Q4357936,Faysal Ali Warabe
http://www.wikidata.org/entity/Q55614727,Iwaidja people,1,http://www.wikidata.org/entity/Q3566032,Nova Peris
http://www.wikidata.org/entity/Q55664307,Tangale,1,http://www.wikidata.org/entity/Q111626823,Danladi Sanusi-Maiyamba
